chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr11,72000864,72082693,77830,-,ensembl_havana,gene,NA,NA,ENSG00000137497,19,NUMA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77830,NUMA1,0.358724111,Gene Body,D8L4Y_0h,Total Pol II,1.585760728979361
chr11,72083895,72105297,17403,-,ensembl_havana,gene,NA,NA,ENSG00000149357,10,LAMTOR1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17403,LAMTOR1,0.5817138962,Gene Body,D8L4Y_0h,Total Pol II,2.571500001837167
chr11,72104378,72114780,6403,-,ensembl_havana,gene,NA,NA,ENSG00000110200,9,ANAPC15,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6403,ANAPC15,1.02129925,Gene Body,D8L4Y_0h,Total Pol II,4.514712542380722
chr11,72225701,72237147,15447,+,ensembl_havana,gene,NA,NA,ENSG00000165458,15,INPPL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15447,INPPL1,0.3102700854,Gene Body,D8L4Y_0h,Total Pol II,1.371566899790554
chr11,72283495,72436680,149186,-,ensembl_havana,gene,NA,NA,ENSG00000162129,15,CLPB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149186,CLPB,0.1661305465,Gene Body,D8L4Y_0h,Total Pol II,0.734389711885242
chr11,72816406,72841674,29269,+,ensembl_havana,gene,NA,NA,ENSG00000168010,11,ATG16L2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29269,ATG16L2,0.3962872677,Gene Body,D8L4Y_0h,Total Pol II,1.7518108408196489
chr11,72834745,73144318,305574,-,ensembl_havana,gene,NA,NA,ENSG00000137478,15,FCHSD2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305574,FCHSD2,0.1622850286,Gene Body,D8L4Y_0h,Total Pol II,0.7173903770721796
chr11,73220281,73240427,24147,+,ensembl_havana,gene,NA,NA,ENSG00000175591,12,P2RY2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24147,P2RY2,0.1621453159,Gene Body,D8L4Y_0h,Total Pol II,0.7167727689822688
chr11,73310276,73367388,61113,+,ensembl_havana,gene,NA,NA,ENSG00000110237,5,ARHGEF17,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61113,ARHGEF17,0.1472665563,Gene Body,D8L4Y_0h,Total Pol II,0.6510003496045128
chr11,73378399,73395474,21076,+,ensembl_havana,gene,NA,NA,ENSG00000054967,13,RELT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21076,RELT,0.2059427358,Gene Body,D8L4Y_0h,Total Pol II,0.9103818027169406
chr11,73398487,73600189,197703,-,ensembl_havana,gene,NA,NA,ENSG00000054965,11,FAM168A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197703,FAM168A,0.2070577402,Gene Body,D8L4Y_0h,Total Pol II,0.9153107443072627
chr11,73673638,73763137,85500,-,ensembl_havana,gene,NA,NA,ENSG00000175582,20,RAB6A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85500,RAB6A,0.235452063,Gene Body,D8L4Y_0h,Total Pol II,1.0408294943480239
chr11,73789872,73863133,77262,+,ensembl_havana,gene,NA,NA,ENSG00000175581,14,MRPL48,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77262,MRPL48,0.1475403369,Gene Body,D8L4Y_0h,Total Pol II,0.6522106126186887
chr11,73867846,73878901,7056,-,ensembl_havana,gene,NA,NA,ENSG00000181924,8,COA4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7056,COA4,0.7771471412,Gene Body,D8L4Y_0h,Total Pol II,3.435423991206262
chr11,73878699,73929114,54416,+,ensembl_havana,gene,NA,NA,ENSG00000175575,13,PAAF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54416,PAAF1,0.1341304255,Gene Body,D8L4Y_0h,Total Pol II,0.5929313218625326
chr11,73972061,73984843,8783,-,ensembl_havana,gene,NA,NA,ENSG00000175567,12,UCP2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8783,UCP2,0.5059491849,Gene Body,D8L4Y_0h,Total Pol II,2.2365777032298153
chr11,74010718,74173210,158493,-,ensembl_havana,gene,NA,NA,ENSG00000168014,18,C2CD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158493,C2CD3,0.197993021,Gene Body,D8L4Y_0h,Total Pol II,0.8752396275749245
chr11,74173267,74252703,83437,+,ensembl_havana,gene,NA,NA,ENSG00000214517,10,PPME1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83437,PPME1,0.1840789546,Gene Body,D8L4Y_0h,Total Pol II,0.8137316904139033
chr11,74328316,74400433,68118,-,ensembl_havana,gene,NA,NA,ENSG00000165434,8,PGM2L1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68118,PGM2L1,0.1789049398,Gene Body,D8L4Y_0h,Total Pol II,0.7908596580374734
chr11,74495851,74667117,175267,+,ensembl_havana,gene,NA,NA,ENSG00000077514,9,POLD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175267,POLD3,0.1618749556,Gene Body,D8L4Y_0h,Total Pol II,0.7155776256025279
chr11,74750849,74840413,93565,+,ensembl_havana,gene,NA,NA,ENSG00000166439,6,RNF169,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93565,RNF169,0.1898698572,Gene Body,D8L4Y_0h,Total Pol II,0.8393307110730539
chr11,74805739,74951200,141462,-,ensembl_havana,gene,NA,NA,ENSG00000166435,17,XRRA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141462,XRRA1,0.2450680913,Gene Body,D8L4Y_0h,Total Pol II,1.0833377049179407
chr11,74951261,74977033,29773,+,ensembl_havana,gene,NA,NA,ENSG00000118363,13,SPCS2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29773,SPCS2,0.1703388545,Gene Body,D8L4Y_0h,Total Pol II,0.7529927813673758
chr11,74990279,75016893,30615,+,ensembl_havana,gene,NA,NA,ENSG00000162139,10,NEU3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30615,NEU3,0.188317639,Gene Body,D8L4Y_0h,Total Pol II,0.8324690405332473
chr11,75258122,75353705,91584,-,ensembl_havana,gene,NA,NA,ENSG00000137486,17,ARRB1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91584,ARRB1,0.2144378076,Gene Body,D8L4Y_0h,Total Pol II,0.9479347600934243
chr11,75401515,75420280,22766,+,ensembl_havana,gene,NA,NA,ENSG00000149273,15,RPS3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22766,RPS3,0.8827166113,Gene Body,D8L4Y_0h,Total Pol II,3.902099953959546
chr11,75420394,75435203,10810,-,ensembl_havana,gene,NA,NA,ENSG00000149243,17,KLHL35,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10810,KLHL35,0.471019018,Gene Body,D8L4Y_0h,Total Pol II,2.0821668754426788
chr11,75432640,75527941,91302,-,ensembl_havana,gene,NA,NA,ENSG00000158555,15,GDPD5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91302,GDPD5,0.1860472525,Gene Body,D8L4Y_0h,Total Pol II,0.8224326653889379
chr11,75564056,75570783,10728,+,ensembl_havana,gene,NA,NA,ENSG00000149257,16,SERPINH1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10728,SERPINH1,0.3040143073,Gene Body,D8L4Y_0h,Total Pol II,1.3439128700334375
chr11,75817210,76142232,329023,+,ensembl_havana,gene,NA,NA,ENSG00000198382,9,UVRAG,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329023,UVRAG,0.1395395057,Gene Body,D8L4Y_0h,Total Pol II,0.6168424744671029
chr11,76184325,76212736,24412,-,ensembl_havana,gene,NA,NA,ENSG00000085741,14,WNT11,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24412,WNT11,0.1282394106,Gene Body,D8L4Y_0h,Total Pol II,0.566889748977424
chr11,76347898,76383132,31235,-,ensembl_havana,gene,NA,NA,ENSG00000137492,9,THAP12,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31235,THAP12,0.4182522726,Gene Body,D8L4Y_0h,Total Pol II,1.8489084183567752
chr11,76383303,76412619,33317,+,ensembl_havana,gene,NA,NA,ENSG00000179240,13,GVQW3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33317,GVQW3,0.1653640466,Gene Body,D8L4Y_0h,Total Pol II,0.7310013546410127
chr11,76446923,76551031,108109,+,ensembl_havana,gene,NA,NA,ENSG00000158636,17,EMSY,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108109,EMSY,0.1508497966,Gene Body,D8L4Y_0h,Total Pol II,0.6668402710817626
chr11,76862859,77024797,165939,+,ensembl_havana,gene,NA,NA,ENSG00000078124,13,ACER3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165939,ACER3,0.1428093947,Gene Body,D8L4Y_0h,Total Pol II,0.6312972083567956
chr11,77068961,77124155,59195,+,ensembl_havana,gene,NA,NA,ENSG00000149260,18,CAPN5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59195,CAPN5,0.1232062547,Gene Body,D8L4Y_0h,Total Pol II,0.5446403915344536
chr11,77320017,77476635,152619,-,ensembl_havana,gene,NA,NA,ENSG00000149269,10,PAK1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152619,PAK1,0.2113087438,Gene Body,D8L4Y_0h,Total Pol II,0.9341025521643874
chr11,77512936,77639794,122859,-,ensembl_havana,gene,NA,NA,ENSG00000074201,9,CLNS1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122859,CLNS1A,0.3078017132,Gene Body,D8L4Y_0h,Total Pol II,1.3606553173815743
chr11,77591391,77608356,20966,+,ensembl_havana,gene,NA,NA,ENSG00000178301,4,AQP11,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20966,AQP11,0.2780632437,Gene Body,D8L4Y_0h,Total Pol II,1.2291946889292804
chr11,77658009,77822869,160861,-,ensembl_havana,gene,NA,NA,ENSG00000048649,14,RSF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160861,RSF1,0.2206985633,Gene Body,D8L4Y_0h,Total Pol II,0.975610793619907
chr11,77823109,77916432,97324,+,ensembl_havana,gene,NA,NA,ENSG00000087884,16,AAMDC,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97324,AAMDC,0.1740939878,Gene Body,D8L4Y_0h,Total Pol II,0.7695925658162741
chr11,77872418,77996715,120298,-,ensembl_havana,gene,NA,NA,ENSG00000149262,19,INTS4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120298,INTS4,0.1835561502,Gene Body,D8L4Y_0h,Total Pol II,0.8114206032551768
chr11,78093244,78141660,44417,-,ensembl_havana,gene,NA,NA,ENSG00000159063,14,ALG8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44417,ALG8,0.3523165865,Gene Body,D8L4Y_0h,Total Pol II,1.557435895463854
chr11,78169249,78190626,17378,-,ensembl_havana,gene,NA,NA,ENSG00000188997,8,KCTD21,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17378,KCTD21,0.273750185,Gene Body,D8L4Y_0h,Total Pol II,1.2101285629050869
chr11,78190812,78213232,26421,+,ensembl_havana,gene,NA,NA,ENSG00000118369,13,USP35,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26421,USP35,0.1369870945,Gene Body,D8L4Y_0h,Total Pol II,0.6055593927866325
chr11,78213293,78420348,203056,-,ensembl_havana,gene,NA,NA,ENSG00000033327,13,GAB2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203056,GAB2,0.1349732466,Gene Body,D8L4Y_0h,Total Pol II,0.596657061395929
chr11,78433620,78577194,139575,-,ensembl_havana,gene,NA,NA,ENSG00000137513,11,NARS2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139575,NARS2,0.1643395076,Gene Body,D8L4Y_0h,Total Pol II,0.7264723205959389
chr11,82901975,82956277,58303,+,ensembl_havana,gene,NA,NA,ENSG00000165490,13,DDIAS,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58303,DDIAS,0.1548929591,Gene Body,D8L4Y_0h,Total Pol II,0.68471330530717045
chr11,82971133,83073923,98791,-,ensembl_havana,gene,NA,NA,ENSG00000137502,10,RAB30,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98791,RAB30,0.2242833739,Gene Body,D8L4Y_0h,Total Pol II,0.9914576566993417
chr11,83158988,83185451,30464,+,ensembl_havana,gene,NA,NA,ENSG00000165494,12,PCF11,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30464,PCF11,0.6176324797,Gene Body,D8L4Y_0h,Total Pol II,2.7302801825060548
chr11,83195712,83258694,66983,+,ensembl_havana,gene,NA,NA,ENSG00000137494,14,ANKRD42,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66983,ANKRD42,0.153183934,Gene Body,D8L4Y_0h,Total Pol II,0.6771584607753514
chr11,83257081,83288390,27310,-,ensembl_havana,gene,NA,NA,ENSG00000137500,10,CCDC90B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27310,CCDC90B,0.539550194,Gene Body,D8L4Y_0h,Total Pol II,2.3851129119068206
chr11,83453012,85630335,2173324,-,ensembl_havana,gene,NA,NA,ENSG00000150672,19,DLG2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2173324,DLG2,0.11155601,Gene Body,D8L4Y_0h,Total Pol II,0.49313980943876073
chr11,85630573,85634539,7967,+,ensembl_havana,gene,NA,NA,ENSG00000171204,13,TMEM126B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7967,TMEM126B,0.1938405534,Gene Body,D8L4Y_0h,Total Pol II,0.8568834038182248
chr11,85649967,85654547,8581,+,ensembl_havana,gene,NA,NA,ENSG00000171202,7,TMEM126A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8581,TMEM126A,0.5717030844,Gene Body,D8L4Y_0h,Total Pol II,2.5272466279187267
chr11,85655742,85684908,25167,-,ensembl_havana,gene,NA,NA,ENSG00000137504,16,CREBZF,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25167,CREBZF,0.5559115819,Gene Body,D8L4Y_0h,Total Pol II,2.4574393756370996
chr11,85692224,85813159,116936,-,ensembl_havana,gene,NA,NA,ENSG00000137501,18,SYTL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116936,SYTL2,0.1863784143,Gene Body,D8L4Y_0h,Total Pol II,0.8238965853242725
chr11,85857101,85918021,64921,+,ensembl_havana,gene,NA,NA,ENSG00000150676,13,CCDC83,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64921,CCDC83,0.1248290864,Gene Body,D8L4Y_0h,Total Pol II,0.5518142131446849
chr11,85955175,86071882,112708,-,ensembl_havana,gene,NA,NA,ENSG00000073921,18,PICALM,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112708,PICALM,0.2693307384,Gene Body,D8L4Y_0h,Total Pol II,1.1905921430013202
chr11,86304211,86343943,43733,+,ensembl_havana,gene,NA,NA,ENSG00000149196,17,HIKESHI,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43733,HIKESHI,0.1766045919,Gene Body,D8L4Y_0h,Total Pol II,0.7806908367875125
chr11,86943679,86957395,9717,-,ensembl_havana,gene,NA,NA,ENSG00000174804,4,FZD4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9717,FZD4,0.5315621025,Gene Body,D8L4Y_0h,Total Pol II,2.349801090337643
chr11,87039844,87326824,290981,+,ensembl_havana,gene,NA,NA,ENSG00000166575,17,TMEM135,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290981,TMEM135,0.1609245984,Gene Body,D8L4Y_0h,Total Pol II,0.7113765165048939
chr11,88111251,88177443,62193,-,ensembl_havana,gene,NA,NA,ENSG00000123892,12,RAB38,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62193,RAB38,0.2556045507,Gene Body,D8L4Y_0h,Total Pol II,1.129914734525536
chr11,90198429,90225077,22649,-,ensembl_havana,gene,NA,NA,ENSG00000110172,12,CHORDC1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22649,CHORDC1,0.3123357927,Gene Body,D8L4Y_0h,Total Pol II,1.3806984786654013
chr11,93142174,93199991,53818,-,ensembl_havana,gene,NA,NA,ENSG00000180773,15,SLC36A4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53818,SLC36A4,0.3114570215,Gene Body,D8L4Y_0h,Total Pol II,1.3768138196308204
chr11,93476472,93545391,64920,-,ensembl_havana,gene,NA,NA,ENSG00000166002,7,SMCO4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64920,SMCO4,0.1791615141,Gene Body,D8L4Y_0h,Total Pol II,0.7919938596049989
chr11,93663682,93728358,68677,+,ensembl_havana,gene,NA,NA,ENSG00000166004,15,CEP295,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68677,CEP295,0.3653902826,Gene Body,D8L4Y_0h,Total Pol II,1.6152289269949591
chr11,93727948,93786391,54444,-,ensembl_havana,gene,NA,NA,ENSG00000166012,17,TAF1D,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54444,TAF1D,1.447229529,Gene Body,D8L4Y_0h,Total Pol II,6.397562033145569
chr11,94130841,94179968,53128,+,ensembl_havana,gene,NA,NA,ENSG00000110218,9,PANX1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53128,PANX1,0.1427766451,Gene Body,D8L4Y_0h,Total Pol II,0.6311524368514038
chr11,94413570,94495885,78316,-,ensembl_havana,gene,NA,NA,ENSG00000020922,13,MRE11,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78316,MRE11,0.1800285968,Gene Body,D8L4Y_0h,Total Pol II,0.7958268489477124
chr11,94495979,94497578,5600,+,ensembl_havana,gene,NA,NA,ENSG00000168876,9,ANKRD49,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5600,ANKRD49,0.1400500824,Gene Body,D8L4Y_0h,Total Pol II,0.619099508369103
chr11,94960620,94975586,10967,-,ensembl_havana,gene,NA,NA,ENSG00000150316,12,CWC15,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10967,CWC15,0.4265849107,Gene Body,D8L4Y_0h,Total Pol II,1.8857433281456442
chr11,94975709,94997519,25811,+,ensembl_havana,gene,NA,NA,ENSG00000186280,7,KDM4D,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25811,KDM4D,0.1295738433,Gene Body,D8L4Y_0h,Total Pol II,0.5727886860888073
chr11,95091846,95130645,42800,+,ensembl_havana,gene,NA,NA,ENSG00000149218,5,ENDOD1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42800,ENDOD1,0.1960784805,Gene Body,D8L4Y_0h,Total Pol II,0.8667762903030664
chr11,95766953,95792409,21457,-,ensembl_havana,gene,NA,NA,ENSG00000077458,13,FAM76B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21457,FAM76B,0.3944926186,Gene Body,D8L4Y_0h,Total Pol II,1.7438774904319518
chr11,95791965,95830693,42729,+,ensembl_havana,gene,NA,NA,ENSG00000166037,11,CEP57,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42729,CEP57,0.1860083415,Gene Body,D8L4Y_0h,Total Pol II,0.8222606570576515
chr11,95819766,95927315,103550,-,ensembl_havana,gene,NA,NA,ENSG00000087053,20,MTMR2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103550,MTMR2,0.3118263887,Gene Body,D8L4Y_0h,Total Pol II,1.378446628751736
chr11,95974598,96345195,366598,-,ensembl_havana,gene,NA,NA,ENSG00000184384,15,MAML2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366598,MAML2,0.1388561436,Gene Body,D8L4Y_0h,Total Pol II,0.6138216326875191
chr11,96347241,96391956,40716,-,ensembl_havana,gene,NA,NA,ENSG00000149231,16,CCDC82,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40716,CCDC82,0.3916294546,Gene Body,D8L4Y_0h,Total Pol II,1.7312207079838173
chr11,96391989,96505574,117586,+,ensembl_havana,gene,NA,NA,ENSG00000183340,7,JRKL,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117586,JRKL,0.1251225527,Gene Body,D8L4Y_0h,Total Pol II,0.5531114979369494
chr11,100689288,100991941,306654,+,ensembl_havana,gene,NA,NA,ENSG00000165895,19,ARHGAP42,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306654,ARHGAP42,0.1621965775,Gene Body,D8L4Y_0h,Total Pol II,0.7169993738568562
chr11,101917010,101999062,86053,+,ensembl_havana,gene,NA,NA,ENSG00000110318,15,CEP126,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86053,CEP126,0.118688539,Gene Body,D8L4Y_0h,Total Pol II,0.524669567377185
chr11,102112447,102231424,122978,+,ensembl_havana,gene,NA,NA,ENSG00000137693,14,YAP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122978,YAP1,0.2318984584,Gene Body,D8L4Y_0h,Total Pol II,1.0251205792006939
chr11,102319484,102337403,21920,+,ensembl_havana,gene,NA,NA,ENSG00000023445,17,BIRC3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21920,BIRC3,0.1336919856,Gene Body,D8L4Y_0h,Total Pol II,0.5909931728669172
chr11,102349211,102376670,31460,+,ensembl_havana,gene,NA,NA,ENSG00000110330,10,BIRC2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31460,BIRC2,0.2168171597,Gene Body,D8L4Y_0h,Total Pol II,0.9584528239895937
chr11,102518508,102532750,10243,-,ensembl_havana,gene,NA,NA,ENSG00000137673,9,MMP7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10243,MMP7,0.1564700471,Gene Body,D8L4Y_0h,Total Pol II,0.6916849142396535
chr11,103048686,103094194,41509,-,ensembl_havana,gene,NA,NA,ENSG00000137692,12,DCUN1D5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41509,DCUN1D5,0.3732323004,Gene Body,D8L4Y_0h,Total Pol II,1.6498950213049597
chr11,105993623,106024403,26781,-,ensembl_havana,gene,NA,NA,ENSG00000170903,12,MSANTD4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26781,MSANTD4,0.2601795849,Gene Body,D8L4Y_0h,Total Pol II,1.1501389384349787
chr11,106049098,106079459,26362,-,ensembl_havana,gene,NA,NA,ENSG00000182359,15,KBTBD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26362,KBTBD3,0.3225689454,Gene Body,D8L4Y_0h,Total Pol II,1.425934723422055
chr11,107324360,107459825,131466,-,ensembl_havana,gene,NA,NA,ENSG00000152404,16,CWF19L2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131466,CWF19L2,0.1639934863,Gene Body,D8L4Y_0h,Total Pol II,0.7249427133794049
chr11,107500727,107567742,63016,-,ensembl_havana,gene,NA,NA,ENSG00000137760,15,ALKBH8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63016,ALKBH8,0.1625986289,Gene Body,D8L4Y_0h,Total Pol II,0.7187766653786718
